temperature,humidity,ph,light_lux,co2_ppm,soil_moisture,crop_type,condition
21.64,74.56,6.15,18640.21,867.86,65.14,Strawberry,optimal
24.37,83.76,5.49,34316.58,1448.51,62.9,Strawberry,warning
19.88,76.44,6.42,24840.88,487.83,41.93,Strawberry,optimal
19.15,68.44,6.32,48936.69,1071.91,76.17,Strawberry,optimal
18.61,76.0,6.41,40954.02,885.36,53.61,Strawberry,optimal
13.05,67.79,6.11,25170.09,428.87,45.78,Strawberry,warning
19.9,77.33,5.88,40209.4,1011.44,75.97,Strawberry,optimal
16.17,82.33,5.71,44974.71,756.27,77.64,Strawberry,optimal
18.99,74.07,6.23,40594.41,649.22,67.67,Strawberry,optimal
19.14,67.03,6.37,43432.85,861.83,57.6,Strawberry,optimal
20.77,73.49,5.61,26361.42,441.53,72.9,Strawberry,optimal
24.58,67.54,6.72,46183.45,864.49,40.57,Strawberry,warning
23.44,75.1,5.83,41961.27,1175.26,62.44,Strawberry,optimal
17.66,72.57,5.66,44411.98,1025.94,48.43,Strawberry,optimal
17.53,71.97,5.45,35932.26,1454.29,75.7,Strawberry,warning
14.38,69.77,6.1,41721.04,882.83,54.75,Strawberry,warning
21.76,65.67,6.27,34172.64,606.61,70.02,Strawberry,optimal
23.98,64.81,6.24,26507.93,1180.86,37.24,Strawberry,warning
24.15,72.11,6.16,35611.93,578.82,61.7,Strawberry,optimal
19.77,79.5,5.85,19708.21,1173.52,83.69,Strawberry,warning
19.97,60.97,5.9,43931.13,1438.62,62.99,Strawberry,warning
25.06,81.61,5.8,41904.75,881.63,40.42,Strawberry,optimal
15.37,69.65,5.55,22843.32,733.48,70.95,Strawberry,optimal
20.04,82.93,5.5,23381.85,1138.05,75.24,Strawberry,optimal
22.5,82.55,6.36,17687.91,875.95,45.5,Strawberry,optimal
24.09,67.36,5.91,18317.3,1173.92,54.77,Strawberry,optimal
20.87,64.15,5.21,40855.53,1187.18,42.13,Strawberry,warning
24.46,86.01,5.35,29513.32,600.91,45.02,Strawberry,warning
20.18,68.75,5.43,47398.1,616.48,63.14,Strawberry,warning
16.51,76.17,5.51,20169.33,817.7,59.49,Strawberry,optimal
22.24,66.84,5.69,17448.49,588.6,61.5,Strawberry,optimal
17.62,62.39,5.73,36568.21,1012.71,50.53,Strawberry,warning
26.66,80.37,5.84,48963.06,1004.23,59.03,Strawberry,warning
15.21,67.82,5.77,43328.04,1203.76,75.86,Strawberry,optimal
19.43,82.0,6.05,26993.03,632.46,76.84,Strawberry,optimal
20.53,64.97,5.67,22862.51,1104.48,44.71,Strawberry,warning
20.64,78.95,5.73,37252.99,549.55,40.43,Strawberry,optimal
25.1,75.2,5.75,32744.14,980.65,49.56,Strawberry,optimal
19.3,70.06,5.82,27473.4,1066.85,67.21,Strawberry,optimal
24.87,73.06,5.84,29727.49,408.37,70.57,Strawberry,optimal
17.78,72.35,6.01,42362.07,1427.39,63.5,Strawberry,optimal
23.66,73.62,6.6,21907.7,725.79,58.11,Strawberry,warning
16.38,81.31,6.22,23078.21,1436.63,81.4,Strawberry,warning
21.3,72.87,5.55,33243.23,1469.01,55.31,Strawberry,optimal
16.71,71.47,5.81,38988.64,429.02,75.69,Strawberry,optimal
16.74,66.32,5.32,43626.38,739.75,43.83,Strawberry,warning
24.29,87.84,5.84,48345.4,460.36,54.84,Strawberry,warning
21.74,76.72,5.55,27048.03,1272.6,64.09,Strawberry,optimal
15.85,83.3,6.16,38525.14,855.75,50.0,Strawberry,optimal
23.42,74.49,5.7,23336.29,1180.5,78.99,Strawberry,optimal
21.09,80.63,5.98,37725.12,820.17,40.29,Strawberry,optimal
18.71,75.93,6.3,26816.38,855.35,58.37,Strawberry,optimal
19.92,66.87,5.55,34806.69,612.77,47.7,Strawberry,optimal
18.18,76.9,6.42,46032.04,955.28,50.97,Strawberry,optimal
22.71,76.35,6.05,36482.32,1166.45,80.48,Strawberry,warning
16.27,67.39,6.59,19964.77,1006.8,74.73,Strawberry,warning
18.94,77.31,5.89,23300.11,947.29,54.75,Strawberry,optimal
22.63,90.21,6.19,43868.61,828.34,45.34,Strawberry,warning
19.37,75.64,5.96,29916.15,979.36,48.95,Strawberry,optimal
20.01,82.91,5.77,26313.33,1300.62,60.81,Strawberry,optimal
17.14,71.99,6.0,47068.86,1441.78,71.23,Strawberry,optimal
18.88,74.67,5.87,30002.37,1391.04,56.77,Strawberry,optimal
22.51,89.2,5.54,42361.8,1240.25,46.75,Strawberry,warning
24.93,71.39,5.72,19203.58,1222.6,73.85,Strawberry,optimal
19.68,65.98,6.22,35158.39,1065.51,75.14,Strawberry,optimal
20.78,65.13,6.59,41976.74,473.45,67.49,Strawberry,warning
21.37,69.9,5.5,33552.87,667.37,55.76,Strawberry,optimal
25.55,67.84,5.74,16530.49,619.22,79.16,Strawberry,optimal
19.15,67.88,5.9,28402.17,1101.71,44.89,Strawberry,optimal
19.65,63.82,5.99,22315.01,384.57,55.13,Strawberry,warning
17.22,74.85,6.3,19248.31,714.85,76.62,Strawberry,optimal
18.71,81.42,5.61,34050.03,916.74,54.22,Strawberry,optimal
18.34,82.77,5.87,19238.5,557.49,51.68,Strawberry,optimal
22.21,79.6,5.88,39974.83,1331.02,50.02,Strawberry,optimal
28.09,83.14,6.09,14978.26,1409.12,45.3,Strawberry,warning
22.38,71.75,5.8,47024.78,1212.45,45.11,Strawberry,optimal
22.87,83.83,6.33,24582.83,1325.45,76.71,Strawberry,optimal
25.53,83.28,5.56,21876.56,1228.59,63.52,Strawberry,optimal
25.23,76.3,5.7,47342.53,1099.36,57.78,Strawberry,optimal
21.28,71.12,5.84,49143.64,1332.69,76.3,Strawberry,optimal
17.07,74.18,5.89,22713.65,1233.99,67.24,Strawberry,optimal
25.91,78.35,5.08,34913.15,767.91,60.85,Strawberry,warning
18.12,79.15,5.99,47841.16,1338.2,69.78,Strawberry,optimal
24.95,75.24,6.29,34117.85,661.16,60.64,Strawberry,optimal
15.86,76.74,6.1,46533.99,471.58,56.3,Strawberry,optimal
18.52,82.49,6.67,17622.52,700.85,60.24,Strawberry,warning
18.26,65.34,6.34,28441.76,1201.58,65.27,Strawberry,optimal
22.05,73.69,5.86,27697.55,1225.08,47.03,Strawberry,optimal
22.54,76.81,5.93,41879.94,833.76,77.59,Strawberry,optimal
19.04,60.83,6.19,48299.01,1215.65,42.47,Strawberry,warning
24.09,82.77,6.5,37830.12,829.49,53.36,Strawberry,optimal
23.3,79.61,5.91,29639.61,541.33,47.94,Strawberry,optimal
20.63,80.72,5.97,27972.88,1190.87,57.01,Strawberry,optimal
15.91,67.82,6.12,44310.22,741.11,56.17,Strawberry,optimal
22.41,66.81,5.71,24188.14,1314.45,73.11,Strawberry,optimal
27.0,69.42,6.35,15579.03,829.81,43.18,Strawberry,warning
16.92,69.28,5.88,21295.15,909.23,58.73,Strawberry,optimal
21.27,65.88,6.32,17995.63,731.46,57.71,Strawberry,optimal
19.19,72.72,5.92,19240.33,762.64,50.2,Strawberry,optimal
19.97,70.93,6.31,39529.28,1145.0,38.98,Strawberry,warning
23.76,67.63,5.79,30020.18,371.59,63.46,Strawberry,warning
16.07,73.32,6.01,30620.29,1147.12,51.85,Strawberry,optimal
17.38,75.54,5.91,17601.92,719.72,69.21,Strawberry,optimal
25.52,72.78,6.07,50132.57,517.74,62.84,Strawberry,warning
15.19,69.06,5.77,35651.35,603.91,75.17,Strawberry,optimal
22.11,82.34,5.58,48536.07,1499.0,58.99,Strawberry,optimal
23.01,80.69,5.98,15287.05,556.26,68.88,Strawberry,optimal
24.65,66.81,5.57,32399.99,1107.17,53.91,Strawberry,optimal
23.73,70.11,5.63,26787.74,705.4,50.39,Strawberry,optimal
13.47,74.28,6.05,26804.57,417.11,79.12,Strawberry,warning
16.39,75.58,5.71,44281.14,422.7,56.77,Strawberry,optimal
15.69,70.13,6.25,32232.94,590.95,39.89,Strawberry,warning
16.63,71.16,5.74,33532.08,1046.78,46.82,Strawberry,optimal
23.18,64.72,6.5,30397.08,636.98,77.04,Strawberry,warning
24.47,75.8,6.01,41148.71,1334.9,55.0,Strawberry,optimal
19.85,70.62,6.08,45645.22,1050.39,45.96,Strawberry,optimal
22.9,76.11,5.79,27935.41,1169.93,49.2,Strawberry,optimal
16.16,74.5,6.21,40670.42,1196.45,63.61,Strawberry,optimal
23.99,66.19,6.11,24123.15,478.85,67.82,Strawberry,optimal
22.62,79.48,6.37,30415.73,1126.92,56.3,Strawberry,optimal
27.64,68.2,6.04,40312.17,1240.9,58.36,Strawberry,warning
26.05,84.3,6.47,33128.09,1011.9,40.99,Strawberry,warning
20.05,66.25,6.47,42036.26,1062.81,48.68,Strawberry,optimal
19.05,72.14,5.85,19486.92,1113.11,64.73,Strawberry,optimal
22.37,72.63,5.54,27591.02,922.3,60.21,Strawberry,optimal
16.48,84.03,6.37,25441.44,1334.37,78.33,Strawberry,optimal
24.53,83.18,6.51,25184.43,1315.79,60.6,Strawberry,warning
24.37,80.19,5.71,18243.42,1126.02,40.13,Strawberry,optimal
24.17,72.39,5.74,45194.18,1461.54,48.48,Strawberry,optimal
18.89,75.91,6.47,23868.47,869.11,66.17,Strawberry,optimal
16.11,70.79,6.11,27629.84,565.48,60.15,Strawberry,optimal
16.52,86.49,5.65,37618.14,1160.85,66.98,Strawberry,warning
24.78,77.44,6.11,45799.28,560.05,69.55,Strawberry,optimal
18.43,79.69,6.61,17680.28,1344.64,66.54,Strawberry,warning
18.33,70.31,5.48,48158.86,446.52,63.91,Strawberry,warning
21.9,77.07,5.5,33600.22,709.28,56.9,Strawberry,warning
23.25,73.06,5.96,44565.75,802.04,49.19,Strawberry,optimal
22.48,87.0,6.35,25816.27,1373.01,70.98,Strawberry,warning
23.36,72.88,6.63,20217.06,1196.12,67.05,Strawberry,warning
23.65,66.58,5.42,28446.81,1075.71,65.28,Strawberry,warning
14.78,79.28,5.93,47272.33,1470.19,53.2,Strawberry,warning
20.57,88.2,5.84,32651.83,1002.57,64.02,Strawberry,warning
18.06,69.62,5.53,42396.46,526.7,53.64,Strawberry,optimal
17.53,76.36,6.26,17416.94,918.11,75.1,Strawberry,optimal
19.24,84.35,5.48,29368.63,767.65,69.14,Strawberry,warning
16.6,86.73,5.76,25808.61,1299.61,71.08,Strawberry,warning
19.33,68.96,6.1,26996.91,1000.56,52.04,Strawberry,optimal
19.22,73.67,6.14,33188.81,1120.24,41.98,Strawberry,optimal
17.53,83.99,6.52,50337.16,1291.75,55.35,Strawberry,warning
17.8,81.12,6.25,30247.52,847.47,70.17,Strawberry,optimal
19.83,79.06,5.77,47872.65,567.63,76.36,Strawberry,optimal
17.89,68.14,6.24,46720.12,1484.95,53.56,Strawberry,optimal
23.97,72.89,5.8,38239.36,759.69,55.02,Strawberry,optimal
23.67,80.8,6.52,23412.79,544.85,61.8,Strawberry,warning
20.17,67.22,6.37,36811.22,1438.6,50.93,Strawberry,optimal
25.11,75.04,5.84,42446.43,1326.21,48.67,Strawberry,optimal
24.61,68.9,5.67,46401.53,751.32,78.17,Strawberry,optimal
21.31,66.88,5.45,27110.87,905.6,49.6,Strawberry,warning
26.27,67.41,5.51,37961.02,999.08,66.29,Strawberry,warning
18.51,83.6,6.27,41745.19,735.64,78.21,Strawberry,optimal
17.92,73.92,6.5,18174.84,1410.51,79.32,Strawberry,warning
26.85,82.21,5.74,49949.13,500.94,44.36,Strawberry,warning
22.09,88.58,6.19,36008.53,1086.54,78.1,Strawberry,warning
20.93,74.76,6.06,18997.58,1062.26,45.95,Strawberry,optimal
16.77,71.55,6.57,26665.39,597.09,75.71,Strawberry,warning
17.97,62.49,5.76,36627.16,750.15,55.17,Strawberry,warning
23.67,74.94,6.18,16281.22,1160.28,73.9,Strawberry,optimal
16.0,70.82,5.82,32752.57,441.63,40.35,Strawberry,optimal
17.07,79.17,6.38,27647.73,1307.67,43.76,Strawberry,optimal
19.84,79.09,5.99,41953.48,1077.12,45.07,Strawberry,optimal
14.46,73.15,6.27,17945.21,1302.66,60.14,Strawberry,warning
18.93,65.98,5.93,33057.84,995.89,47.87,Strawberry,optimal
18.41,72.32,5.48,17608.36,1175.39,44.78,Strawberry,warning
20.22,79.98,6.14,25759.95,950.51,48.77,Strawberry,optimal
20.14,71.51,5.74,19223.82,1394.07,56.62,Strawberry,optimal
22.06,75.41,5.46,28371.8,910.8,41.24,Strawberry,warning
23.11,62.05,5.78,25178.9,1391.65,71.28,Strawberry,warning
22.79,73.76,5.77,47660.97,1235.36,82.6,Strawberry,warning
14.16,69.32,5.69,29488.74,1228.28,47.85,Strawberry,warning
22.5,77.53,6.05,49728.98,617.84,52.53,Strawberry,optimal
25.8,78.82,6.06,42133.09,553.94,70.38,Strawberry,optimal
20.43,67.2,6.06,25762.18,1009.25,80.76,Strawberry,warning
26.65,75.74,6.6,26529.54,834.18,40.08,Strawberry,warning
14.82,71.87,5.45,22184.89,1167.5,75.57,Strawberry,warning
17.97,67.53,6.1,31128.02,1493.57,57.84,Strawberry,optimal
15.8,74.33,5.73,19577.33,722.35,80.47,Strawberry,warning
18.36,81.23,6.3,42528.17,1186.22,58.52,Strawberry,optimal
19.03,82.03,6.07,37371.48,717.07,51.95,Strawberry,optimal
15.75,81.3,6.28,22762.55,1224.47,62.24,Strawberry,optimal
20.14,63.44,6.01,42795.49,712.76,38.57,Strawberry,warning
18.05,80.42,6.58,23973.08,757.02,43.1,Strawberry,warning
13.94,75.28,5.75,19496.25,558.72,56.23,Strawberry,warning
18.96,67.64,5.99,49995.23,726.14,44.37,Strawberry,optimal
18.9,84.03,6.2,23303.8,666.94,43.0,Strawberry,optimal
17.37,83.89,6.11,31579.69,1348.16,76.15,Strawberry,optimal
18.12,85.24,5.71,46891.13,1480.5,57.84,Strawberry,warning
20.7,80.94,6.2,42600.33,608.2,40.53,Strawberry,optimal
19.99,85.22,5.52,21837.29,758.14,48.94,Strawberry,warning
16.95,68.1,5.65,44175.33,1495.42,64.86,Strawberry,optimal
12.4,63.65,6.4,24506.25,576.85,53.1,Strawberry,critical
16.87,79.92,5.8,35540.02,1037.91,55.13,Strawberry,optimal
18.64,80.22,6.44,24741.02,1153.49,46.73,Strawberry,optimal
17.74,79.29,5.53,43519.71,565.64,54.8,Strawberry,optimal
16.7,74.39,5.97,34539.69,1167.96,62.25,Strawberry,optimal
19.06,85.49,6.12,43023.22,720.69,56.49,Strawberry,warning
17.27,69.05,6.06,16716.34,729.88,63.84,Strawberry,optimal
23.44,79.79,6.5,32111.79,1187.59,75.18,Strawberry,warning
27.72,72.78,5.5,26962.14,438.22,40.16,Strawberry,warning
23.57,76.37,5.68,26572.85,1464.69,43.13,Strawberry,optimal
15.28,77.21,6.22,40352.99,1348.34,72.77,Strawberry,optimal
25.57,84.9,5.54,23015.22,496.45,40.62,Strawberry,optimal
16.98,71.19,5.84,33081.07,415.91,66.29,Strawberry,optimal
26.01,75.26,5.43,43252.72,477.57,44.48,Strawberry,warning
22.42,83.85,6.34,30586.63,846.73,70.93,Strawberry,optimal
20.59,69.37,6.1,38228.93,1163.3,39.92,Strawberry,warning
17.84,80.48,5.58,19713.68,1021.06,70.06,Strawberry,optimal
19.09,68.67,6.53,17039.89,889.03,57.49,Strawberry,warning
21.11,62.47,6.64,42532.98,707.33,69.48,Strawberry,warning
20.71,68.47,6.51,36093.21,501.46,65.96,Strawberry,warning
22.52,77.63,6.25,35903.1,750.84,44.36,Strawberry,optimal
18.6,77.62,5.83,37955.65,1132.6,75.5,Strawberry,optimal
19.32,74.02,6.17,46783.72,1252.19,53.45,Strawberry,optimal
16.57,67.69,6.11,39221.92,672.23,61.42,Strawberry,optimal
21.31,67.72,5.92,25192.03,802.2,63.87,Strawberry,optimal
23.65,85.48,6.25,26322.74,691.01,68.2,Strawberry,warning
22.54,77.54,5.97,19003.56,1137.98,60.85,Strawberry,optimal
17.74,65.65,6.29,46347.72,1462.8,63.27,Strawberry,optimal
16.05,81.66,5.5,33276.38,499.76,63.54,Strawberry,optimal
24.1,82.54,6.22,25693.27,1376.92,54.42,Strawberry,optimal
18.83,69.83,6.79,20084.88,958.5,59.05,Strawberry,warning
21.93,71.77,6.41,40294.63,1293.62,45.71,Strawberry,optimal
15.43,77.53,5.63,23348.58,935.67,60.89,Strawberry,optimal
20.84,81.45,5.65,15298.71,990.13,65.31,Strawberry,optimal
25.42,81.59,5.71,19414.15,1393.89,46.5,Strawberry,optimal
21.4,69.02,6.25,43048.04,1034.66,73.53,Strawberry,optimal
26.4,82.84,6.65,35066.13,934.9,48.4,Strawberry,warning
15.13,73.87,5.99,48872.89,1206.64,71.48,Strawberry,optimal
24.18,63.55,6.0,33105.19,471.11,56.35,Strawberry,warning
23.72,87.19,6.11,49207.01,762.92,54.55,Strawberry,warning
22.85,66.08,6.08,30866.42,984.85,47.09,Strawberry,optimal
24.53,69.78,6.03,45012.16,1006.63,47.24,Strawberry,optimal
18.36,75.64,6.24,47903.52,862.63,41.5,Strawberry,optimal
17.33,73.28,6.46,37803.62,1168.2,54.21,Strawberry,optimal
23.37,71.21,5.8,47663.5,647.59,57.07,Strawberry,optimal
21.32,74.0,6.79,34818.41,1196.94,64.14,Strawberry,warning
22.18,75.09,5.72,36381.98,1104.15,67.28,Strawberry,optimal
21.43,81.93,5.56,24004.58,1202.51,69.08,Strawberry,optimal
18.01,65.55,5.69,33210.44,526.34,74.56,Strawberry,optimal
13.49,82.3,5.29,39931.54,1180.61,53.77,Strawberry,warning
19.21,82.7,6.46,37694.04,1019.09,53.13,Strawberry,optimal
19.14,85.38,6.23,25268.77,703.92,79.37,Strawberry,warning
20.71,65.85,5.78,16211.88,1149.92,76.23,Strawberry,optimal
18.15,64.28,5.62,41956.07,1392.33,51.01,Strawberry,warning
12.9,62.17,6.32,18479.97,775.33,56.27,Strawberry,warning
16.98,85.73,5.97,40738.2,1362.56,68.65,Strawberry,warning
17.61,83.4,6.66,35546.31,720.82,43.04,Strawberry,warning
21.41,79.74,6.17,19547.7,606.28,74.38,Strawberry,optimal
25.21,85.07,6.36,42323.47,793.04,72.75,Strawberry,warning
22.4,82.25,5.96,40432.57,1079.77,73.64,Strawberry,optimal
22.88,63.59,6.49,14864.62,1184.32,46.26,Strawberry,warning
17.43,83.45,6.4,38090.3,611.47,62.85,Strawberry,optimal
15.48,80.53,5.4,18556.22,552.48,80.04,Strawberry,warning
18.08,78.69,6.0,44319.84,922.99,52.39,Strawberry,optimal
20.11,86.04,5.84,15990.75,973.84,67.52,Strawberry,warning
22.27,65.33,6.08,39559.7,667.87,71.37,Strawberry,optimal
28.36,88.96,6.19,26770.98,1007.89,43.75,Strawberry,warning
21.63,73.26,5.7,49180.84,553.51,66.81,Strawberry,optimal
18.82,73.26,5.82,36893.6,650.19,63.42,Strawberry,optimal
25.75,74.36,6.48,47448.63,1248.58,79.15,Strawberry,optimal
24.2,77.71,5.77,45069.15,828.05,79.7,Strawberry,optimal
20.34,75.29,6.04,22553.5,1300.22,40.22,Strawberry,optimal
22.07,67.61,6.29,26792.95,520.67,48.11,Strawberry,optimal
19.54,89.2,5.74,33460.55,576.67,53.0,Strawberry,warning
18.86,69.94,5.84,25436.08,1095.53,41.93,Strawberry,optimal
13.32,81.87,5.82,29507.28,827.36,70.56,Strawberry,warning
23.61,74.91,5.6,41006.94,1131.93,49.82,Strawberry,optimal
24.06,81.75,6.56,19970.0,1291.73,72.13,Strawberry,warning
23.08,80.75,6.14,16030.45,839.07,41.82,Strawberry,optimal
24.97,68.99,5.39,48420.77,1471.34,70.84,Strawberry,warning
23.31,69.5,5.49,16523.73,736.79,75.7,Strawberry,warning
18.34,70.4,5.82,17053.51,508.81,63.5,Strawberry,optimal
17.11,74.97,6.02,40082.47,457.84,57.6,Strawberry,optimal
20.46,83.05,5.96,22517.94,650.36,49.0,Strawberry,optimal
20.92,66.07,5.52,39761.41,1321.83,50.64,Strawberry,optimal
22.74,70.59,6.61,26987.12,784.68,70.94,Strawberry,warning
18.97,80.65,6.16,40021.35,1448.56,62.06,Strawberry,optimal
17.59,82.32,6.63,27441.18,1077.9,52.95,Strawberry,warning
21.23,86.18,6.16,40784.29,1069.11,64.1,Strawberry,warning
19.12,70.5,5.9,18690.17,1163.91,76.26,Strawberry,optimal
24.07,77.9,6.04,26269.68,1220.27,69.63,Strawberry,optimal
18.14,78.39,6.45,27026.17,555.78,46.64,Strawberry,optimal
14.94,70.39,5.74,50658.79,1188.27,78.84,Strawberry,warning
26.0,81.17,5.7,47179.06,622.37,50.27,Strawberry,warning
13.65,81.14,5.94,16330.5,1125.31,49.57,Strawberry,warning
20.59,78.09,5.73,20557.12,730.68,75.89,Strawberry,optimal
18.94,72.08,6.54,39339.77,786.76,47.66,Strawberry,warning
19.16,86.88,5.79,46940.13,1480.07,51.5,Strawberry,warning
22.73,74.84,6.59,29242.97,1496.69,80.87,Strawberry,warning
24.18,82.13,6.52,42043.32,413.35,72.67,Strawberry,warning
25.67,84.55,5.46,46199.24,893.9,64.18,Strawberry,warning
22.54,75.36,6.01,21077.32,587.05,44.66,Strawberry,optimal
20.46,85.59,6.22,39818.61,1313.31,45.56,Strawberry,warning
18.23,66.66,5.88,34420.35,1253.52,82.45,Strawberry,warning
19.01,85.79,5.28,18055.2,800.45,60.13,Strawberry,warning
21.59,85.4,6.1,25861.33,1206.68,59.3,Strawberry,warning
16.57,83.48,6.26,34006.86,497.72,67.57,Strawberry,optimal
16.68,62.03,5.28,16051.12,753.94,41.24,Strawberry,warning
19.93,82.01,5.72,46704.29,906.0,49.75,Strawberry,optimal
18.55,84.89,5.63,35807.25,468.87,77.76,Strawberry,optimal
19.34,82.45,5.66,17705.31,1012.96,43.8,Strawberry,optimal
25.15,78.27,5.9,32358.79,955.33,75.6,Strawberry,optimal
22.53,81.48,6.15,41110.47,539.71,77.35,Strawberry,optimal
19.02,76.75,5.95,19580.06,556.11,61.58,Strawberry,optimal
22.64,81.0,6.49,18986.73,1009.7,43.94,Strawberry,optimal
17.05,73.03,5.83,41276.65,584.29,71.15,Strawberry,optimal
21.92,63.26,5.99,29387.39,712.1,67.22,Strawberry,warning
24.37,75.61,6.1,30810.88,1136.13,40.66,Strawberry,optimal
21.0,71.36,5.86,17922.57,991.49,76.66,Strawberry,optimal
16.05,75.27,5.73,17589.73,1482.64,73.1,Strawberry,optimal
17.04,68.77,6.59,29341.76,1367.92,66.43,Strawberry,warning
14.62,66.51,5.84,20574.48,1193.44,72.63,Strawberry,warning
16.81,70.04,5.8,36431.41,822.99,77.99,Strawberry,optimal
18.58,81.5,6.05,27373.14,703.55,44.48,Strawberry,optimal
22.62,64.07,6.63,31794.18,415.93,61.99,Strawberry,warning
17.72,78.71,5.96,20524.4,1025.56,67.43,Strawberry,optimal
21.58,69.08,5.99,16113.42,1055.73,47.16,Strawberry,optimal
16.49,84.53,6.11,28243.84,973.82,47.44,Strawberry,optimal
15.53,74.34,6.32,38506.87,690.98,40.88,Strawberry,optimal
20.75,76.77,6.52,16887.85,649.6,70.95,Strawberry,warning
23.98,72.69,5.87,35539.83,1127.08,62.09,Strawberry,optimal
20.39,78.28,6.36,31942.28,1357.65,62.94,Strawberry,optimal
19.9,64.95,5.69,34302.62,430.95,72.18,Strawberry,warning
21.96,82.92,6.44,17428.1,599.62,45.64,Strawberry,optimal
14.3,80.96,6.3,15755.2,738.52,51.23,Strawberry,warning
22.89,71.77,5.86,29545.5,1004.63,50.0,Strawberry,optimal
22.34,73.98,5.43,23332.15,932.76,73.18,Strawberry,warning
27.13,76.03,6.14,47613.76,1212.94,74.07,Strawberry,warning
20.18,87.77,6.01,42742.48,622.19,40.65,Strawberry,warning
23.81,64.89,6.12,49353.37,1336.21,57.38,Strawberry,warning
20.6,87.07,6.36,20921.8,1292.61,77.54,Strawberry,warning
17.45,70.42,6.0,23225.0,1122.27,79.73,Strawberry,optimal
17.24,74.71,6.11,14855.31,1506.58,37.91,Strawberry,warning
18.82,83.59,5.58,38073.62,1176.98,75.1,Strawberry,optimal
20.22,80.95,6.31,49374.23,1278.74,61.94,Strawberry,optimal
13.63,75.54,5.89,43316.99,621.81,71.81,Strawberry,warning
20.47,72.33,5.91,18730.2,942.99,42.85,Strawberry,optimal
27.06,64.74,5.38,30006.37,1106.23,64.01,Strawberry,warning
19.57,73.97,6.14,19374.34,1220.63,38.51,Strawberry,warning
18.74,76.05,5.94,43393.35,1472.14,66.24,Strawberry,optimal
18.03,78.51,5.37,20898.99,405.72,44.59,Strawberry,warning
26.94,80.79,6.23,15283.37,600.76,78.33,Strawberry,warning
25.23,78.13,6.55,44970.75,499.67,47.69,Strawberry,warning
20.79,82.55,6.37,15647.29,1003.51,71.02,Strawberry,optimal
17.17,69.21,5.94,42938.6,694.51,78.47,Strawberry,optimal
22.87,72.21,5.95,47578.14,1201.59,67.13,Strawberry,optimal
18.04,81.6,6.32,32100.25,556.46,67.29,Strawberry,optimal
24.27,81.1,6.27,19680.9,1336.42,47.17,Strawberry,optimal
21.76,63.24,6.0,35566.35,623.2,54.7,Strawberry,warning
24.41,67.9,5.77,24427.53,1417.83,66.27,Strawberry,optimal
18.02,64.57,6.37,33287.22,1249.9,53.1,Strawberry,warning
18.73,64.56,6.6,16028.45,536.38,60.97,Strawberry,warning
18.19,80.48,6.19,48838.33,721.54,61.77,Strawberry,optimal
23.39,67.59,6.6,43913.59,608.09,67.25,Strawberry,warning
26.0,63.73,4.99,21461.06,1220.0,63.24,Strawberry,warning
16.7,77.49,5.92,21253.64,1282.17,61.89,Strawberry,optimal
20.13,81.95,5.46,32331.7,959.79,67.89,Strawberry,warning
18.61,68.73,5.59,29254.36,427.45,70.61,Strawberry,optimal
23.83,82.08,6.42,42697.88,748.01,72.84,Strawberry,optimal
15.31,66.67,5.69,44361.26,704.39,75.0,Strawberry,optimal
23.19,79.56,6.52,22442.2,1057.39,45.98,Strawberry,warning
27.55,75.88,5.79,30598.88,965.93,47.16,Strawberry,warning
16.49,62.02,6.11,32462.28,1307.9,72.09,Strawberry,warning
21.64,80.43,6.24,38900.72,1070.95,47.06,Strawberry,optimal
25.98,69.42,5.73,45340.34,810.65,40.04,Strawberry,optimal
24.85,70.59,5.46,18136.36,1150.67,48.4,Strawberry,warning
22.29,71.14,5.53,29155.48,537.75,59.3,Strawberry,optimal
14.87,87.88,6.54,43341.46,1407.49,68.69,Strawberry,warning
15.89,71.32,5.44,43561.68,1496.5,72.43,Strawberry,warning
25.05,71.01,5.82,30415.84,1192.35,64.79,Strawberry,optimal
19.38,77.45,5.53,40406.38,1075.96,52.71,Strawberry,optimal
26.1,71.17,5.57,18632.61,405.17,52.34,Strawberry,warning
24.58,72.44,6.3,33371.4,1292.66,56.64,Strawberry,optimal
25.4,72.66,6.47,23664.39,1293.82,54.25,Strawberry,optimal
27.36,83.67,5.8,37006.28,586.52,39.58,Strawberry,warning
20.45,72.05,6.03,30204.98,1284.4,74.06,Strawberry,optimal
20.61,66.4,5.66,20391.21,574.9,60.19,Strawberry,optimal
20.53,68.07,5.98,49267.32,988.46,51.55,Strawberry,optimal
20.52,76.06,5.64,29563.58,927.65,41.46,Strawberry,optimal
21.27,71.22,5.54,36556.57,1158.08,49.21,Strawberry,optimal
23.69,65.57,6.36,41998.02,1086.89,52.37,Strawberry,optimal
22.69,77.83,6.27,25824.41,472.37,43.45,Strawberry,optimal
17.11,84.23,5.79,38350.72,720.79,78.88,Strawberry,optimal
14.68,68.33,6.54,50030.25,1495.2,73.52,Strawberry,warning
17.17,67.06,5.71,29521.76,688.11,75.01,Strawberry,optimal
25.15,81.82,6.08,20451.72,1463.16,45.24,Strawberry,optimal
14.4,81.02,6.51,49147.33,582.92,70.18,Strawberry,warning
23.79,74.43,5.68,25578.6,1008.48,77.95,Strawberry,optimal
